id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
C5,869951031178464,4074,863,844,871,962,13.875,14.1875,69,155,"2022-10-20  00:07:21"
C5,869951031178464,3906,867,850,947,878,14,14.25,69,156,"2022-10-20  00:10:04"
C5,869951031178464,4006,863,793,1023,652,14.0625,14.375,69,155,"2022-10-20  00:15:13"
C5,869951031178464,3986,864,793,1023,654,14.0625,14.5,70,158,"2022-10-20  00:20:21"
C5,869951031178464,3972,864,796,1023,652,14.1875,14.625,70,158,"2022-10-20  00:25:43"
C5,869951031178464,4001,864,794,1023,651,14.375,14.8125,69,158,"2022-10-20  00:30:51"
C5,869951031178464,3989,866,795,1023,651,14.5,14.9375,69,159,"2022-10-20  00:36:00"
C5,869951031178464,4003,865,795,1023,651,14.5625,15.125,69,160,"2022-10-20  00:41:09"
C5,869951031178464,3975,865,794,1023,648,14.6875,15.25,70,161,"2022-10-20  00:46:18"
C5,869951031178464,3973,868,797,1023,651,14.75,15.5,69,161,"2022-10-20  00:51:27"
C5,869951031178464,3993,868,796,1023,651,14.875,15.625,68,160,"2022-10-20  00:56:37"
C5,869951031178464,3987,868,797,1023,650,15.25,16,69,163,"2022-10-20  01:07:15"
C5,869951031178464,3996,868,796,1023,648,15.3125,16.1875,69,164,"2022-10-20  01:12:37"
C5,869951031178464,3991,871,801,1023,652,15.5,16.375,68,162,"2022-10-20  01:17:46"
C5,869951031178464,3921,872,802,1023,652,15.625,16.5625,68,165,"2022-10-20  01:22:55"
C5,869951031178464,3947,871,800,1023,648,15.75,16.75,67,163,"2022-10-20  01:28:04"
C5,869951031178464,3997,873,801,1023,650,15.8125,16.875,68,166,"2022-10-20  01:33:13"
C5,869951031178464,3959,874,804,1023,652,15.9375,17.125,68,167,"2022-10-20  01:38:34"
C5,869951031178464,3975,873,802,1023,650,16.125,17.3125,68,167,"2022-10-20  01:43:44"
C5,869951031178464,3996,873,801,1023,648,16.3125,17.4375,68,168,"2022-10-20  01:48:54"
C5,869951031178464,3955,874,802,1023,649,16.5,17.625,68,169,"2022-10-20  01:54:08"
C5,869951031178464,3957,875,803,1023,649,16.5625,17.8125,68,169,"2022-10-20  01:59:18"
C5,869951031178464,3970,877,807,1023,650,16.75,18,68,170,"2022-10-20  02:04:28"
C5,869951031178464,3990,877,806,1023,650,16.8125,18.1875,67,170,"2022-10-20  02:09:44"
C5,869951031178464,3990,879,808,1023,625,17,18.3125,67,171,"2022-10-20  02:15:05"
C5,869951031178464,3995,878,806,1023,637,17.125,18.5,67,171,"2022-10-20  02:20:14"
C5,869951031178464,3988,879,810,1023,640,17.3125,18.6875,68,172,"2022-10-20  02:25:23"
C5,869951031178464,3997,880,808,1023,639,17.5,18.875,67,172,"2022-10-20  02:30:32"
C5,869951031178464,4004,881,809,1023,641,17.625,19,68,173,"2022-10-20  02:35:42"
C5,869951031178464,3975,881,810,1023,643,17.75,19.1875,67,174,"2022-10-20  02:41:15"
C5,869951031178464,3976,882,809,1023,642,17.875,19.3125,67,174,"2022-10-20  02:46:24"
C5,869951031178464,4038,880,807,1023,643,18.125,19.5,67,174,"2022-10-20  02:51:33"
C5,869951031178464,3986,881,809,1023,642,18.25,19.6875,67,174,"2022-10-20  02:56:42"
C5,869951031178464,3967,882,810,1023,642,18.375,19.8125,67,175,"2022-10-20  03:01:51"
C5,869951031178464,4003,884,810,1023,644,18.5,20,66,175,"2022-10-20  03:07:00"
C5,869951031178464,3997,883,810,1023,642,18.6875,20.1875,66,175,"2022-10-20  03:12:09"
C5,869951031178464,3978,885,813,1023,645,18.875,20.3125,67,177,"2022-10-20  03:17:18"
C5,869951031178464,3964,885,812,1023,645,18.9375,20.5,67,177,"2022-10-20  03:22:26"
C5,869951031178464,4004,893,876,960,848,21.375,23.125,65,184,"2022-10-20  04:53:08"
C5,869951031178464,3992,893,818,1023,643,21.4375,23.125,65,183,"2022-10-20  04:54:08"
C5,869951031178464,4021,891,815,1023,645,21.4375,23.1875,65,184,"2022-10-20  04:55:08"
C5,869951031178464,4003,893,873,964,842,21.5,23.1875,65,184,"2022-10-20  04:56:52"
C5,869951031178464,3999,892,817,1023,644,21.5,23.25,65,184,"2022-10-20  04:57:52"
C5,869951031178464,3982,890,873,866,948,21.5625,23.3125,65,184,"2022-10-20  05:00:54"
C5,869951031178464,4038,888,892,844,997,23.4375,24.625,63,185,"2022-10-20  07:07:26"
C5,869951031178464,4060,879,878,715,1023,16.9375,17.75,70,169,"2022-10-21  01:16:51"
C5,869951031178464,4056,848,821,892,928,17,17.875,69,169,"2022-10-21  01:22:13"
C5,869951031178464,4084,847,814,900,918,17.125,18.0625,70,169,"2022-10-21  01:27:35"
C5,869951031178464,4089,862,797,996,815,17.25,18.1875,69,170,"2022-10-21  01:33:10"
C5,869951031178464,4014,871,792,1023,771,17.3125,18.3125,70,170,"2022-10-21  01:38:44"
C5,869951031178464,3947,871,787,784,752,17.5,18.4375,70,171,"2022-10-21  01:44:06"
C5,869951031178464,3987,870,787,1023,747,17.5,18.5625,69,171,"2022-10-21  01:49:29"
C5,869951031178464,4004,868,787,1023,745,17.5625,18.6875,69,171,"2022-10-21  01:54:51"
C5,869951031178464,3999,867,786,1023,742,17.6875,18.8125,69,171,"2022-10-21  02:00:13"
C5,869951031178464,3940,865,782,1023,727,17.75,18.9375,69,172,"2022-10-21  02:05:48"
C5,869951031178464,3972,866,779,1023,706,17.9375,19.0625,69,172,"2022-10-21  02:11:10"
C5,869951031178464,4002,866,780,1023,693,18,19.125,68,172,"2022-10-21  02:16:32"
C5,869951031178464,4008,866,780,1023,687,18.125,19.25,69,172,"2022-10-21  02:21:55"
C5,869951031178464,3966,867,782,1023,679,18.1875,19.3125,69,173,"2022-10-21  02:27:17"
C5,869951031178464,4010,864,778,1023,666,18.3125,19.4375,68,173,"2022-10-21  02:32:39"
C5,869951031178464,3984,865,779,1023,675,18.4375,19.5625,68,171,"2022-10-21  02:38:01"
C5,869951031178464,4011,865,779,1023,670,18.5,19.625,68,174,"2022-10-21  02:43:24"
C5,869951031178464,4006,866,780,1023,647,18.5,20,80,175,"2022-10-21  02:48:46"
C5,869951031178464,4012,878,799,1023,666,18.6875,20.625,84,176,"2022-10-21  02:54:08"
C5,869951031178464,4010,887,813,1023,670,18.9375,20.75,84,175,"2022-10-21  02:59:55"
C5,869951031178464,4007,896,824,1023,672,19.25,20.3125,85,173,"2022-10-21  03:05:30"
C5,869951031178464,4002,899,829,1023,671,19.5625,20,86,172,"2022-10-21  03:10:52"
C5,869951031178464,4001,904,832,1023,678,20,19.75,86,172,"2022-10-21  03:16:14"
C5,869951031178464,3994,906,832,1023,680,20.375,19.6875,86,172,"2022-10-21  03:21:37"
C5,869951031178464,3990,908,832,1023,681,20.5625,19.6875,87,172,"2022-10-21  03:27:06"
C5,869951031178464,3994,908,830,1023,677,20.625,19.75,89,173,"2022-10-21  03:32:28"
C5,869951031178464,4004,907,829,1023,677,20.5625,19.8125,89,173,"2022-10-21  03:37:50"
C5,869951031178464,4014,906,828,1023,678,20.5,19.875,89,173,"2022-10-21  03:43:13"
C5,869951031178464,4009,905,828,1023,678,20.4375,19.9375,90,173,"2022-10-21  03:48:36"
C5,869951031178464,4013,906,830,1023,674,20.3125,20.0625,90,173,"2022-10-21  03:53:58"
C5,869951031178464,4012,903,828,1023,674,20.25,20.1875,92,171,"2022-10-21  03:59:21"
C5,869951031178464,4009,903,830,1023,674,20.25,20.25,94,174,"2022-10-21  04:04:43"
C5,869951031178464,4006,899,832,1023,674,20.375,20.375,87,174,"2022-10-21  04:10:05"
C5,869951031178464,4000,900,835,1023,676,20.375,20.4375,86,175,"2022-10-21  04:15:27"
C5,869951031178464,4000,899,834,1023,675,20.5,20.5625,85,176,"2022-10-21  04:20:49"
C5,869951031178464,3992,899,833,1023,674,20.5625,20.6875,86,175,"2022-10-21  04:26:24"
C5,869951031178464,4011,898,832,1023,672,20.6875,20.8125,85,176,"2022-10-21  04:31:46"
C5,869951031178464,4030,898,832,1023,672,20.75,20.9375,84,176,"2022-10-21  04:37:08"
C5,869951031178464,4015,900,835,1023,669,20.875,21.125,84,177,"2022-10-21  04:42:30"
C5,869951031178464,4029,899,833,1023,666,20.9375,21.25,84,178,"2022-10-21  04:47:52"
C5,869951031178464,4022,898,832,1023,665,21.125,21.3125,83,175,"2022-10-21  04:53:15"
C5,869951031178464,3999,900,834,1023,668,21.25,21.5,84,178,"2022-10-21  04:58:37"
C5,869951031178464,4000,900,835,1023,667,21.375,21.625,83,179,"2022-10-21  05:03:59"
C5,869951031178464,3971,898,833,1023,664,21.4375,21.8125,83,180,"2022-10-21  05:09:22"
