id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
P2,869951035739477,4026,620,653,921,706,14.3125,13.6875,85,153,"2022-10-20  00:02:53"
P2,869951035739477,4075,569,617,1023,585,14.4375,13.6875,85,154,"2022-10-20  00:08:33"
P2,869951035739477,3997,649,639,730,850,14.875,14.0625,84,155,"2022-10-20  00:30:50"
P2,869951035739477,4059,572,617,987,581,15.0625,14.125,85,156,"2022-10-20  00:36:30"
P2,869951035739477,4080,572,618,995,580,15.3125,14.1875,85,157,"2022-10-20  00:42:11"
P2,869951035739477,4057,621,645,736,839,15.6875,14.375,85,157,"2022-10-20  00:51:59"
P2,869951035739477,4047,648,639,716,834,16,14.5625,84,157,"2022-10-20  01:00:21"
P2,869951035739477,4068,577,622,974,577,16.25,14.625,85,159,"2022-10-20  01:06:02"
P2,869951035739477,4073,579,624,979,575,16.375,14.75,85,159,"2022-10-20  01:11:54"
P2,869951035739477,4064,580,625,991,576,16.5625,14.875,85,159,"2022-10-20  01:17:40"
P2,869951035739477,4082,580,627,992,575,16.75,14.9375,84,160,"2022-10-20  01:23:21"
P2,869951035739477,4076,579,628,991,576,17,15.125,85,161,"2022-10-20  01:29:14"
P2,869951035739477,4083,584,629,1009,576,17.125,15.1875,84,162,"2022-10-20  01:35:07"
P2,869951035739477,4082,586,633,993,576,17.3125,15.3125,85,162,"2022-10-20  01:40:48"
P2,869951035739477,4081,588,633,995,576,17.5,15.5,84,162,"2022-10-20  01:46:37"
P2,869951035739477,4083,588,636,997,576,17.5625,15.625,83,161,"2022-10-20  01:52:40"
P2,869951035739477,4081,587,635,996,576,17.75,15.75,84,164,"2022-10-20  01:58:44"
P2,869951035739477,4082,591,637,999,577,17.875,15.875,84,165,"2022-10-20  02:04:25"
P2,869951035739477,4065,589,636,997,576,18,16,84,165,"2022-10-20  02:10:23"
P2,869951035739477,4069,588,637,997,576,18.1875,16.125,84,166,"2022-10-20  02:16:18"
