id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
S4,869951035740368,3958,1019,1020,1023,509,13.75,14.375,75,154,"2022-10-20  00:09:52"
S4,869951035740368,3919,948,926,1023,400,13.8125,14.5,75,155,"2022-10-20  00:15:42"
S4,869951035740368,3982,948,925,1023,403,13.9375,14.625,75,155,"2022-10-20  00:21:37"
S4,869951035740368,3983,947,925,1023,381,14.0625,14.8125,75,156,"2022-10-20  00:27:27"
S4,869951035740368,3953,949,926,1023,406,14.125,15,75,157,"2022-10-20  00:33:22"
S4,869951035740368,3972,948,925,1023,393,14.25,15.125,75,157,"2022-10-20  00:39:13"
S4,869951035740368,4011,949,926,1023,395,14.375,15.3125,75,158,"2022-10-20  00:45:15"
S4,869951035740368,3963,949,926,1023,401,14.5,15.5,74,158,"2022-10-20  00:51:10"
S4,869951035740368,3999,949,926,1023,392,14.6875,15.6875,73,157,"2022-10-20  00:57:00"
S4,869951035740368,3993,949,925,1023,378,14.8125,15.875,74,160,"2022-10-20  01:02:50"
S4,869951035740368,3992,950,926,1023,409,14.9375,16.0625,74,160,"2022-10-20  01:08:40"
S4,869951035740368,4013,949,925,1023,375,15.125,16.3125,74,161,"2022-10-20  01:14:56"
S4,869951035740368,3908,950,926,1023,377,15.3125,16.5,74,162,"2022-10-20  01:20:58"
S4,869951035740368,4007,948,926,1023,373,15.4375,16.75,74,162,"2022-10-20  01:27:00"
S4,869951035740368,4016,949,926,1023,378,15.625,16.9375,74,163,"2022-10-20  01:32:50"
S4,869951035740368,3991,949,926,1023,370,15.8125,17.1875,74,164,"2022-10-20  01:38:53"
S4,869951035740368,4055,949,926,1023,369,16,17.375,74,165,"2022-10-20  01:44:55"
S4,869951035740368,3982,950,926,1023,365,16.3125,17.8125,73,164,"2022-10-20  01:57:20"
S4,869951035740368,4011,950,927,1023,380,16.5625,18.0625,73,167,"2022-10-20  02:03:22"
S4,869951035740368,4010,951,927,1023,375,16.75,18.3125,73,167,"2022-10-20  02:09:24"
S4,869951035740368,3971,950,927,1023,380,16.8125,18.5,73,169,"2022-10-20  02:15:26"
S4,869951035740368,4011,950,926,1023,366,17,18.75,73,169,"2022-10-20  02:21:28"
S4,869951035740368,4012,951,927,1023,379,17.25,18.9375,72,166,"2022-10-20  02:27:30"
S4,869951035740368,3942,951,926,1023,363,17.4375,19.1875,73,170,"2022-10-20  02:33:32"
S4,869951035740368,3964,951,926,1023,365,17.5625,19.3125,73,171,"2022-10-20  02:39:34"
S4,869951035740368,4011,952,927,1023,376,17.8125,19.5625,73,171,"2022-10-20  02:45:36"
S4,869951035740368,3943,952,927,1023,377,18,19.75,73,172,"2022-10-20  02:51:31"
S4,869951035740368,3970,952,927,1023,377,18.125,20,72,173,"2022-10-20  02:57:21"
S4,869951035740368,4007,951,926,1023,354,18.3125,20.1875,73,173,"2022-10-20  03:03:23"
S4,869951035740368,3973,953,928,1023,385,18.5625,20.375,72,173,"2022-10-20  03:09:13"
S4,869951035740368,4005,951,926,1023,360,18.75,20.5,72,174,"2022-10-20  03:15:15"
S4,869951035740368,3964,951,926,1023,360,18.875,20.75,72,175,"2022-10-20  03:21:27"
S4,869951035740368,3953,952,927,1023,374,19.125,21,72,175,"2022-10-20  03:27:22"
S4,869951035740368,4012,952,927,1023,364,19.25,21.125,72,176,"2022-10-20  03:33:24"
S4,869951035740368,4019,953,928,1023,374,19.4375,21.375,71,174,"2022-10-20  03:39:26"
S4,869951035740368,4019,953,927,1023,359,19.6875,21.5,72,177,"2022-10-20  03:45:38"
