id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
S3,869951035739949,4023,777,1023,441,513,12.8125,13.375,67,154,"2022-10-19  23:58:20"
S3,869951035739949,3989,832,1023,472,513,12.875,13.5,67,153,"2022-10-20  00:02:54"
S3,869951035739949,4037,907,969,502,511,13,13.625,67,155,"2022-10-20  00:08:49"
S3,869951035739949,3928,844,1023,424,516,13.375,14.0625,66,154,"2022-10-20  00:31:02"
S3,869951035739949,3990,908,955,450,511,13.5625,14.0625,66,156,"2022-10-20  00:37:17"
S3,869951035739949,4062,910,964,485,511,13.625,14.1875,66,157,"2022-10-20  00:43:13"
S3,869951035739949,4031,792,1023,401,516,13.875,14.4375,67,158,"2022-10-20  00:51:59"
S3,869951035739949,4010,848,1023,406,516,14.0625,14.625,65,157,"2022-10-20  01:00:21"
S3,869951035739949,3984,910,961,477,512,14.25,14.625,66,159,"2022-10-20  01:06:23"
S3,869951035739949,4069,910,963,477,511,14.4375,14.8125,65,158,"2022-10-20  01:12:31"
S3,869951035739949,4056,910,963,467,511,14.625,14.875,66,160,"2022-10-20  01:18:38"
S3,869951035739949,4038,911,965,486,510,14.875,15.0625,65,161,"2022-10-20  01:24:40"
S3,869951035739949,4012,911,965,473,510,15.0625,15.1875,65,162,"2022-10-20  01:30:36"
S3,869951035739949,3990,912,966,484,510,15.25,15.375,65,163,"2022-10-20  01:36:44"
S3,869951035739949,4032,910,963,460,510,15.4375,15.5,65,162,"2022-10-20  01:43:04"
S3,869951035739949,4041,914,964,472,510,15.75,15.625,65,164,"2022-10-20  01:49:12"
S3,869951035739949,4035,912,963,476,510,15.9375,15.8125,65,165,"2022-10-20  01:55:14"
S3,869951035739949,4068,916,965,491,509,16.125,15.9375,65,165,"2022-10-20  02:01:22"
S3,869951035739949,4032,918,965,483,509,16.375,16.125,65,166,"2022-10-20  02:07:18"
S3,869951035739949,4040,916,967,485,510,16.5625,16.1875,64,167,"2022-10-20  02:13:20"
S3,869951035739949,4040,916,968,483,510,16.75,16.4375,64,167,"2022-10-20  02:19:29"
S3,869951035739949,4063,917,962,472,509,17,16.625,64,168,"2022-10-20  02:25:32"
S3,869951035739949,4037,919,969,501,509,17.1875,16.75,64,169,"2022-10-20  02:31:29"
S3,869951035739949,4039,916,965,464,509,17.4375,16.9375,64,169,"2022-10-20  02:37:26"
S3,869951035739949,4017,914,962,446,509,17.6875,17.0625,64,170,"2022-10-20  02:43:29"
S3,869951035739949,4030,915,964,450,509,17.875,17.25,64,170,"2022-10-20  02:49:31"
S3,869951035739949,4009,916,963,449,509,18.0625,17.375,63,172,"2022-10-20  02:55:33"
S3,869951035739949,4032,916,963,448,509,18.25,17.5625,63,172,"2022-10-20  03:01:35"
S3,869951035739949,4041,919,966,468,509,18.5,17.6875,63,172,"2022-10-20  03:07:44"
S3,869951035739949,4018,918,965,447,509,18.75,17.875,63,172,"2022-10-20  03:13:41"
S3,869951035739949,4010,918,964,472,509,18.9375,18.0625,63,174,"2022-10-20  03:19:44"
S3,869951035739949,3990,918,964,449,509,19.1875,18.25,63,174,"2022-10-20  03:25:42"
S3,869951035739949,4051,918,962,435,509,19.375,18.375,63,175,"2022-10-20  03:31:51"
S3,869951035739949,4024,919,963,449,509,19.5625,18.5625,63,176,"2022-10-20  03:38:00"
S3,869951035739949,4033,922,966,476,509,19.75,18.75,62,176,"2022-10-20  03:44:02"
S3,869951035739949,4008,920,962,446,509,19.9375,18.9375,62,177,"2022-10-20  03:50:05"
S3,869951035739949,4029,922,966,466,509,20.1875,19.125,62,177,"2022-10-20  03:56:21"
S3,869951035739949,4031,921,964,455,509,20.375,19.3125,63,179,"2022-10-20  04:02:19"
S3,869951035739949,4062,921,962,439,509,20.5625,19.5,61,179,"2022-10-20  04:08:29"
S3,869951035739949,4022,925,965,471,509,20.75,19.6875,62,180,"2022-10-20  04:14:47"
S3,869951035739949,4024,925,965,469,509,20.9375,19.875,62,180,"2022-10-20  04:20:46"
S3,869951035739949,4036,922,961,449,509,21.125,20.0625,62,181,"2022-10-20  04:26:56"
S3,869951035739949,4027,926,966,482,509,21.25,20.25,62,181,"2022-10-20  04:33:00"
S3,869951035739949,4065,924,964,474,509,21.4375,20.4375,62,181,"2022-10-20  04:39:10"
S3,869951035739949,4060,925,964,466,509,21.625,20.625,62,182,"2022-10-20  04:45:34"
S3,869951035739949,4058,924,963,446,508,21.8125,20.8125,61,179,"2022-10-20  04:51:32"
S3,869951035739949,4050,923,962,432,509,21.9375,21.0625,62,183,"2022-10-20  04:57:44"
S3,869951035739949,4062,924,963,450,509,22.0625,21.1875,62,183,"2022-10-20  05:03:42"
S3,869951035739949,4050,928,968,473,509,22.25,21.375,62,185,"2022-10-20  05:09:41"
S3,869951035739949,4075,838,1023,420,510,22.375,21.5,62,184,"2022-10-20  05:15:26"
S3,869951035739949,4073,794,1023,393,511,22.4375,21.5625,62,184,"2022-10-20  05:17:31"
S3,869951035739949,4000,772,1023,405,512,22.625,21.8125,61,185,"2022-10-20  05:24:48"
S3,869951035739949,4078,846,1023,420,511,22.625,21.875,61,185,"2022-10-20  05:27:36"
S3,869951035739949,4083,928,965,478,509,22.8125,22.125,61,187,"2022-10-20  05:33:34"
S3,869951035739949,4032,803,1023,376,521,23.875,24,61,186,"2022-10-20  07:34:36"
S3,869951035739949,4072,930,952,448,514,23.8125,23.9375,60,187,"2022-10-20  07:40:37"
S3,869951035739949,4064,926,957,445,513,23.8125,23.9375,59,183,"2022-10-20  07:46:45"
S3,869951035739949,4100,928,962,477,513,23.6875,23.875,60,185,"2022-10-20  07:53:03"
S3,869951035739949,4096,923,959,443,512,23.6875,23.9375,60,185,"2022-10-20  07:58:59"
S3,869951035739949,4074,926,962,463,512,23.5625,23.875,60,184,"2022-10-20  08:05:00"
S3,869951035739949,4100,926,965,480,512,23.5,23.875,60,185,"2022-10-20  08:11:07"
S3,869951035739949,4104,923,962,447,511,23.4375,23.8125,60,183,"2022-10-20  08:17:15"
S3,869951035739949,4105,925,962,459,511,23.3125,23.75,60,183,"2022-10-20  08:23:10"
S3,869951035739949,4075,923,960,435,511,23.25,23.75,60,184,"2022-10-20  08:29:33"
S3,869951035739949,4105,926,964,467,511,23.0625,23.625,60,183,"2022-10-20  08:41:34"
S3,869951035739949,4076,926,964,466,511,22.9375,23.5625,60,181,"2022-10-20  08:47:41"
S3,869951035739949,4084,923,962,467,511,22.8125,23.5,60,182,"2022-10-20  08:53:59"
S3,869951035739949,4082,927,966,480,512,22.6875,23.375,60,181,"2022-10-20  08:59:55"
S3,869951035739949,4078,922,962,448,511,22.625,23.3125,60,181,"2022-10-20  09:05:50"
S3,869951035739949,4078,921,960,438,511,22.5,23.25,60,181,"2022-10-20  09:11:51"
S3,869951035739949,4108,926,965,477,511,22.4375,23.1875,60,181,"2022-10-20  09:17:46"
S3,869951035739949,4090,926,965,480,511,22.3125,23.1875,59,180,"2022-10-20  09:23:42"
S3,869951035739949,4074,921,960,435,511,22.1875,23.125,60,180,"2022-10-20  09:29:38"
S3,869951035739949,4107,922,962,449,511,22.0625,23,60,180,"2022-10-20  09:35:33"
S3,869951035739949,4074,926,966,477,511,21.9375,22.9375,60,179,"2022-10-20  09:41:33"
S3,869951035739949,4109,921,960,437,511,21.9375,22.8125,60,179,"2022-10-20  09:47:36"
S3,869951035739949,4109,921,962,449,511,21.8125,22.75,60,178,"2022-10-20  09:53:43"
S3,869951035739949,4108,921,962,447,511,21.625,22.6875,60,177,"2022-10-20  10:00:00"
S3,869951035739949,4077,921,962,450,511,21.5625,22.5625,60,178,"2022-10-20  10:06:18"
S3,869951035739949,4110,924,963,467,511,21.4375,22.5625,59,175,"2022-10-20  10:12:25"
S3,869951035739949,4110,920,960,434,511,21.3125,22.4375,60,176,"2022-10-20  10:18:32"
S3,869951035739949,4080,923,963,465,511,21.25,22.3125,60,175,"2022-10-20  10:24:33"
S3,869951035739949,4081,920,960,434,511,21.125,22.25,60,177,"2022-10-20  10:30:37"
S3,869951035739949,4110,920,960,441,511,21.0625,22.1875,60,176,"2022-10-20  10:36:32"
S3,869951035739949,4110,925,965,479,511,20.9375,22.125,60,176,"2022-10-20  10:42:27"
S3,869951035739949,4080,924,963,470,511,20.875,22,60,176,"2022-10-20  10:48:41"
S3,869951035739949,4106,925,965,490,511,20.75,21.9375,60,174,"2022-10-20  10:54:48"
S3,869951035739949,4083,925,964,480,511,20.625,21.875,60,175,"2022-10-20  11:00:55"
S3,869951035739949,4111,918,957,454,512,20.25,21.8125,80,174,"2022-10-20  11:06:50"
S3,869951035739949,4085,923,961,481,512,19.75,21.8125,88,172,"2022-10-20  11:12:57"
S3,869951035739949,4101,923,965,510,513,19.25,21.75,88,169,"2022-10-20  11:18:52"
S3,869951035739949,4112,925,967,512,512,18.625,21.6875,89,168,"2022-10-20  11:24:47"
S3,869951035739949,4112,921,966,492,514,17.9375,21.625,89,167,"2022-10-20  11:30:43"
S3,869951035739949,4109,914,961,461,516,17.375,21.5625,0,166,"2022-10-20  11:36:49"
S3,869951035739949,4080,917,965,505,518,16.6875,21.375,90,163,"2022-10-20  11:43:07"
S3,869951035739949,4086,911,960,469,517,16.125,21.0625,0,160,"2022-10-20  11:49:07"
S3,869951035739949,4111,912,963,491,517,15.5625,20.625,0,161,"2022-10-20  11:55:20"
S3,869951035739949,4112,915,964,523,519,15.125,19.9375,90,159,"2022-10-20  12:01:27"
S3,869951035739949,4081,906,957,490,518,14.75,19.125,90,158,"2022-10-20  12:07:41"
S3,869951035739949,4081,908,957,509,518,14.5625,18.25,90,158,"2022-10-20  12:13:35"
S3,869951035739949,4113,900,953,487,518,14.4375,17.5,90,157,"2022-10-20  12:19:42"
S3,869951035739949,4111,908,962,553,518,14.375,16.875,91,157,"2022-10-20  12:25:37"
S3,869951035739949,4074,895,949,486,517,14.25,16.375,90,156,"2022-10-20  12:31:43"
S3,869951035739949,4087,891,945,465,516,14.25,16,91,157,"2022-10-20  12:37:43"
