id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
P4,869951035739790,4080,497,467,977,778,14.375,14.4375,90,156,"2022-10-20  00:06:08"
P4,869951035739790,3960,508,476,1023,716,14.4375,14.5625,90,156,"2022-10-20  00:10:04"
P4,869951035739790,4053,465,395,1023,592,14.5625,14.75,91,157,"2022-10-20  00:16:03"
P4,869951035739790,3964,465,394,1023,592,14.6875,14.8125,91,157,"2022-10-20  00:21:50"
P4,869951035739790,3947,469,399,1023,592,14.8125,15,91,158,"2022-10-20  00:27:54"
P4,869951035739790,3927,468,397,1023,592,14.875,15.1875,91,158,"2022-10-20  00:33:58"
P4,869951035739790,3932,472,400,1023,592,15.0625,15.375,90,157,"2022-10-20  00:39:45"
P4,869951035739790,3972,472,400,1023,592,15.1875,15.625,90,159,"2022-10-20  00:45:38"
P4,869951035739790,3921,472,399,1023,592,15.3125,15.75,90,160,"2022-10-20  00:51:26"
P4,869951035739790,3963,476,405,1023,592,15.4375,15.9375,90,159,"2022-10-20  00:57:18"
P4,869951035739790,3994,481,410,1023,594,15.625,16.1875,91,162,"2022-10-20  01:03:28"
P4,869951035739790,3969,483,410,1023,593,15.75,16.375,90,160,"2022-10-20  01:09:16"
P4,869951035739790,4025,485,412,1023,593,15.875,16.625,90,163,"2022-10-20  01:15:26"
P4,869951035739790,3929,487,416,1023,593,16,16.8125,91,164,"2022-10-20  01:21:14"
P4,869951035739790,3993,489,417,1023,592,16.1875,17.0625,90,164,"2022-10-20  01:27:01"
P4,869951035739790,3971,492,421,1023,594,16.3125,17.3125,90,165,"2022-10-20  01:33:02"
P4,869951035739790,4021,499,424,1023,594,16.5,17.5,90,166,"2022-10-20  01:38:49"
P4,869951035739790,4032,497,423,1023,593,16.625,17.75,90,167,"2022-10-20  01:45:01"
P4,869951035739790,3967,500,428,1023,594,16.8125,18,90,167,"2022-10-20  01:50:54"
P4,869951035739790,3911,503,430,1023,594,17,18.25,89,166,"2022-10-20  01:56:46"
P4,869951035739790,3935,508,433,1023,594,17.125,18.4375,89,169,"2022-10-20  02:02:46"
P4,869951035739790,3956,507,435,1023,594,17.3125,18.6875,90,170,"2022-10-20  02:08:33"
P4,869951035739790,3963,512,440,1023,594,17.4375,18.9375,90,170,"2022-10-20  02:14:32"
P4,869951035739790,3975,513,440,1023,594,17.625,19.125,90,170,"2022-10-20  02:20:31"
P4,869951035739790,3963,516,446,1023,594,17.8125,19.375,90,171,"2022-10-20  02:26:23"
P4,869951035739790,3967,518,446,1023,594,17.9375,19.5625,90,172,"2022-10-20  02:32:22"
P4,869951035739790,4010,521,449,1023,595,18.125,19.75,90,173,"2022-10-20  02:38:28"
P4,869951035739790,4014,521,451,1023,594,18.3125,20,90,173,"2022-10-20  02:44:21"
P4,869951035739790,3993,524,453,1023,595,18.5,20.1875,90,174,"2022-10-20  02:50:09"
P4,869951035739790,4007,527,455,1023,594,18.6875,20.375,90,174,"2022-10-20  02:56:09"
P4,869951035739790,3920,532,462,1023,598,18.8125,20.625,89,174,"2022-10-20  03:02:02"
P4,869951035739790,4019,535,464,1023,599,19.0625,20.8125,88,173,"2022-10-20  03:08:11"
P4,869951035739790,3965,536,464,1023,596,19.25,21,88,174,"2022-10-20  03:14:06"
P4,869951035739790,4013,537,468,1023,597,19.4375,21.1875,88,175,"2022-10-20  03:19:53"
P4,869951035739790,3998,539,469,1023,594,19.625,21.375,89,175,"2022-10-20  03:25:41"
P4,869951035739790,4019,547,472,1023,597,19.75,21.5,89,178,"2022-10-20  03:31:40"
P4,869951035739790,3993,545,473,1023,596,19.9375,21.75,89,178,"2022-10-20  03:37:39"
P4,869951035739790,4020,551,478,1023,597,20.375,22.125,89,180,"2022-10-20  03:49:39"
P4,869951035739790,4014,553,482,1023,598,20.5625,22.3125,89,180,"2022-10-20  03:55:26"
P4,869951035739790,4018,555,484,1023,598,20.6875,22.5,89,181,"2022-10-20  04:01:37"
P4,869951035739790,4026,558,486,1023,596,20.875,22.6875,89,182,"2022-10-20  04:07:24"
P4,869951035739790,4021,562,491,1023,597,21.0625,22.875,89,182,"2022-10-20  04:13:34"
P4,869951035739790,3966,562,492,1023,597,21.25,23,89,182,"2022-10-20  04:19:27"
P4,869951035739790,4022,565,494,1023,596,21.375,23.125,89,182,"2022-10-20  04:25:14"
