id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
C2,869951035740319,4006,908,909,1015,717,13.8125,14,86,153,"2022-10-20  00:02:54"
C2,869951035740319,4055,874,872,1023,543,13.8125,14.0625,86,154,"2022-10-20  00:08:58"
C2,869951035740319,3956,909,913,1003,741,14.125,14.4375,85,154,"2022-10-20  00:30:50"
C2,869951035740319,4046,877,871,1023,518,14.1875,14.625,86,156,"2022-10-20  00:36:55"
C2,869951035740319,4045,877,872,1023,522,14.25,14.75,86,157,"2022-10-20  00:42:53"
C2,869951035740319,4043,909,908,996,782,14.5,14.9375,86,157,"2022-10-20  00:52:11"
C2,869951035740319,4023,910,912,998,744,14.625,15.1875,85,156,"2022-10-20  01:00:33"
C2,869951035740319,4053,877,872,1023,503,14.6875,15.375,86,159,"2022-10-20  01:06:26"
C2,869951035740319,4060,877,873,1023,514,14.8125,15.5,85,158,"2022-10-20  01:12:19"
C2,869951035740319,4064,876,874,1023,495,14.875,15.75,85,159,"2022-10-20  01:18:13"
C2,869951035740319,4048,878,875,1023,521,15,15.9375,86,160,"2022-10-20  01:24:32"
C2,869951035740319,4054,877,875,1023,507,15.125,16.125,86,161,"2022-10-20  01:30:37"
C2,869951035740319,4050,877,876,1023,507,15.375,16.5625,85,162,"2022-10-20  01:42:48"
C2,869951035740319,4052,878,875,1023,512,15.5625,16.75,84,160,"2022-10-20  01:48:53"
C2,869951035740319,4075,879,876,1023,502,15.625,17,85,163,"2022-10-20  01:55:10"
C2,869951035740319,4059,879,877,1023,511,15.8125,17.25,86,164,"2022-10-20  02:01:03"
C2,869951035740319,4073,879,877,1023,509,15.9375,17.4375,85,165,"2022-10-20  02:07:20"
C2,869951035740319,4027,880,878,1023,489,16.0625,17.6875,85,166,"2022-10-20  02:13:19"
C2,869951035740319,4051,879,877,1023,490,16.125,17.875,85,166,"2022-10-20  02:19:40"
C2,869951035740319,4049,881,878,1023,521,16.3125,18.0625,84,165,"2022-10-20  02:25:34"
C2,869951035740319,4038,880,879,1023,490,16.5,18.1875,85,167,"2022-10-20  02:31:28"
C2,869951035740319,4043,881,878,1023,482,16.625,18.5,83,166,"2022-10-20  02:37:39"
C2,869951035740319,4046,882,879,1023,501,16.75,18.6875,84,169,"2022-10-20  02:43:45"
C2,869951035740319,4060,880,880,1023,496,16.875,18.875,85,170,"2022-10-20  02:49:39"
C2,869951035740319,4056,882,879,1023,490,17.0625,19.125,85,170,"2022-10-20  02:55:34"
C2,869951035740319,4064,882,879,1023,485,17.1875,19.3125,84,171,"2022-10-20  03:01:33"
C2,869951035740319,4042,882,880,1023,496,17.3125,19.5,84,172,"2022-10-20  03:07:39"
C2,869951035740319,4045,883,880,1023,485,17.375,19.75,82,169,"2022-10-20  03:13:45"
C2,869951035740319,4044,883,881,1023,490,17.5625,19.9375,84,173,"2022-10-20  03:19:45"
C2,869951035740319,4019,883,881,1023,486,17.6875,20.1875,84,174,"2022-10-20  03:25:51"
C2,869951035740319,4037,885,883,1023,496,17.875,20.3125,84,174,"2022-10-20  03:31:52"
C2,869951035740319,4024,884,882,1023,491,18,20.5,83,174,"2022-10-20  03:37:47"
C2,869951035740319,4066,885,882,1023,503,18.1875,20.6875,84,175,"2022-10-20  03:44:04"
C2,869951035740319,4060,885,883,1023,483,18.3125,20.9375,84,176,"2022-10-20  03:49:58"
C2,869951035740319,4031,886,883,1023,486,18.5,21.125,84,176,"2022-10-20  03:55:58"
C2,869951035740319,4073,885,883,1023,476,18.625,21.25,84,176,"2022-10-20  04:01:53"
C2,869951035740319,4073,886,883,1023,466,18.75,21.4375,83,177,"2022-10-20  04:07:53"
C2,869951035740319,4072,886,883,1023,486,18.9375,21.5625,83,178,"2022-10-20  04:14:00"
C2,869951035740319,4072,887,884,1023,478,19.0625,21.8125,83,178,"2022-10-20  04:20:07"
C2,869951035740319,4070,886,884,1023,474,19.25,21.9375,84,179,"2022-10-20  04:26:14"
C2,869951035740319,4070,887,884,1023,455,19.4375,22.125,83,179,"2022-10-20  04:32:35"
C2,869951035740319,4071,886,885,1023,495,19.5625,22.25,83,179,"2022-10-20  04:38:53"
C2,869951035740319,4045,887,885,1023,485,19.75,22.375,83,178,"2022-10-20  04:44:53"
C2,869951035740319,4046,888,885,1023,477,19.9375,22.625,84,181,"2022-10-20  04:50:54"
C2,869951035740319,4069,887,885,1023,476,20.0625,22.75,84,181,"2022-10-20  04:57:01"
