id,imei,bat,uCHA,uCHB,lCHA,lCHB,uT,lT,smtVWC,smtT,date_created_utc
C4,869951035740004,3954,760,762,928,631,13.8125,14.5625,84,153,"2022-10-20  00:10:04"
C4,869951035740004,4069,719,709,1023,522,13.875,14.75,85,154,"2022-10-20  00:16:02"
C4,869951035740004,3854,720,709,1023,521,14.0625,14.875,85,155,"2022-10-20  00:22:11"
C4,869951035740004,3956,719,709,1023,513,14.125,15,85,155,"2022-10-20  00:27:57"
C4,869951035740004,3910,721,711,1023,524,14.1875,15.125,85,155,"2022-10-20  00:33:49"
C4,869951035740004,3887,721,711,1023,529,14.375,15.25,84,153,"2022-10-20  00:39:35"
C4,869951035740004,3991,722,712,1023,531,14.5,15.5,85,156,"2022-10-20  00:45:33"
C4,869951035740004,3881,722,712,1023,528,14.625,15.625,84,155,"2022-10-20  00:51:32"
C4,869951035740004,3987,723,713,1023,509,14.8125,15.8125,85,158,"2022-10-20  00:57:30"
C4,869951035740004,3917,725,715,1023,520,14.875,16.0625,86,158,"2022-10-20  01:03:29"
C4,869951035740004,3980,725,715,1023,523,15.0625,16.25,85,158,"2022-10-20  01:09:27"
C4,869951035740004,3984,727,718,1023,515,15.1875,16.5,85,160,"2022-10-20  01:15:26"
C4,869951035740004,3946,727,717,1023,527,15.375,16.6875,85,160,"2022-10-20  01:21:18"
C4,869951035740004,4008,730,718,1023,517,15.5,16.875,84,159,"2022-10-20  01:27:17"
C4,869951035740004,3998,729,719,1023,530,15.75,17.125,85,162,"2022-10-20  01:33:28"
C4,869951035740004,3936,730,721,1023,531,15.875,17.3125,84,160,"2022-10-20  01:39:27"
C4,869951035740004,3899,730,720,1023,523,16.0625,17.5625,85,164,"2022-10-20  01:45:19"
C4,869951035740004,4016,732,722,1023,522,16.1875,17.75,84,162,"2022-10-20  01:51:05"
C4,869951035740004,3921,732,722,1023,521,16.3125,17.9375,85,165,"2022-10-20  01:56:52"
C4,869951035740004,3946,732,722,1023,516,16.5,18.1875,85,166,"2022-10-20  02:02:39"
C4,869951035740004,3970,734,724,1023,516,16.6875,18.375,84,166,"2022-10-20  02:08:38"
C4,869951035740004,3976,734,724,1023,523,16.875,18.625,85,167,"2022-10-20  02:14:25"
C4,869951035740004,3941,737,727,1023,519,16.9375,18.75,84,167,"2022-10-20  02:20:12"
C4,869951035740004,3958,736,727,1023,520,17.125,19,83,166,"2022-10-20  02:25:59"
C4,869951035740004,3953,738,727,1023,521,17.3125,19.1875,83,166,"2022-10-20  02:31:57"
