id,legacy,battery_mv,upper_chameleon_ohms,lower_chameleon_ohms,upper_temperature_celcius,lower_temperature_celcius,smt_vwc_raw,smt_temperature_raw,upper_chameleon_centibar,lower_chameleon_centibar,smt_vwc_percentage,smt_temperature_celcius,upper_chameleon_raw_channel_a,upper_chameleon_raw_channel_b,lower_chameleon_raw_channel_a,lower_chameleon_raw_channel_b
C3,False,4012.0,1572.3981900452488,2445.255474452555,13.75,13.8125,101.0,153.0,11.166083230163926,14.75697764194903,32.58064516129032,9.35483870967742,745.0,1023.0,880.0,764.0
C3,False,3964.0,1235.5848434925863,2415.0485436893205,13.8125,13.875,100.0,151.0,9.814493032298808,14.645424984008724,32.25806451612903,8.70967741935484,798.0,1023.0,929.0,719.0
C3,False,3998.0,1552.7950310559004,2731.798382078407,13.875,13.9375,101.0,153.0,11.107018881568631,15.978690185266055,32.58064516129032,9.35483870967742,849.0,922.0,1023.0,584.0
C3,False,3915.0,1254.125412541254,2982.2335025380708,14.25,14.375,100.0,154.0,9.95306100922293,17.141745657419175,32.25806451612903,9.67741935483871,795.0,1023.0,742.0,834.0
C3,False,4004.0,1507.3115860517437,2908.5173501577287,14.3125,14.5,101.0,155.0,10.993223096810096,16.861521684500875,32.58064516129032,10.0,860.0,918.0,1005.0,580.0
C3,False,4052.0,1546.27539503386,2924.826279216677,14.4375,14.625,100.0,155.0,11.173151815005513,16.96270944160133,32.25806451612903,10.0,855.0,917.0,1005.0,578.0
C3,False,4024.0,1578.9473684210527,3157.556270096463,14.625,14.8125,102.0,155.0,11.338629635359542,18.005367454602574,32.90322580645161,10.0,744.0,1023.0,739.0,816.0
C3,False,4001.0,1223.2583653318704,3200.0,14.75,15.0625,100.0,156.0,9.900986623931685,18.25690826499265,32.25806451612903,10.32258064516128,800.0,1023.0,734.0,816.0
C3,False,4053.0,1487.9281302638967,3081.841432225064,14.875,15.1875,100.0,156.0,11.005824794695489,17.782775510845912,32.25806451612903,10.32258064516128,860.0,921.0,988.0,576.0
C3,False,4039.0,1513.787281935847,3090.21113243762,15.125,15.3125,100.0,158.0,11.154030317969546,17.85296301042434,32.25806451612903,10.96774193548387,858.0,919.0,988.0,575.0
C3,False,4052.0,1500.8431703204049,3031.8471337579617,15.1875,15.5,101.0,158.0,11.110915875126503,17.65221620917761,32.58064516129032,10.96774193548387,858.0,921.0,995.0,575.0
C3,False,3987.0,1513.787281935847,3048.469387755102,15.375,15.6875,101.0,160.0,11.196032341576618,17.77527618903456,32.58064516129032,11.61290322580645,857.0,920.0,993.0,575.0
C3,False,4049.0,1481.4814814814813,2998.7293519695045,15.5625,15.875,101.0,160.0,11.093253534145456,17.61074013362712,32.58064516129032,11.61290322580645,859.0,923.0,999.0,575.0
C3,False,4015.0,1494.38202247191,3048.469387755102,15.75,16.125,100.0,159.0,11.178598382573856,17.896031674976495,32.25806451612903,11.290322580645151,859.0,921.0,992.0,576.0
C3,False,4048.0,1494.38202247191,3073.482428115016,15.875,16.25,100.0,159.0,11.199800323618156,18.04026965959545,32.25806451612903,11.290322580645151,859.0,921.0,990.0,575.0
C3,False,4018.0,1494.38202247191,3090.21113243762,16.0625,16.5,101.0,162.0,11.231754463279222,18.18426298895352,32.58064516129032,12.25806451612903,860.0,920.0,988.0,575.0
C3,False,4009.0,1487.9281302638967,3090.21113243762,16.1875,16.6875,101.0,162.0,11.226031132197011,18.23770082257439,32.58064516129032,12.25806451612903,860.0,921.0,988.0,575.0
C3,False,4013.0,1494.38202247191,3115.3846153846152,16.3125,16.875,101.0,163.0,11.27464470072224,18.402846378107927,32.58064516129032,12.58064516129032,860.0,920.0,985.0,575.0
C3,False,4065.0,1468.609865470852,3149.1002570694086,16.5,17.125,100.0,164.0,11.19819041479639,18.62539859203193,32.25806451612903,12.9032258064516,862.0,922.0,981.0,575.0
C3,False,4054.0,1468.609865470852,3157.556270096463,16.6875,17.3125,101.0,165.0,11.23043641721536,18.718455411074867,32.58064516129032,13.2258064516129,862.0,922.0,980.0,575.0
C3,False,4049.0,1462.18487394958,3166.0231660231657,16.875,17.5,100.0,164.0,11.235584490766175,18.812135691985095,32.25806451612903,12.9032258064516,862.0,923.0,978.0,576.0
C3,False,4065.0,1442.9530201342282,3200.0,17.0,17.6875,101.0,165.0,11.17544991180331,19.021065374045104,32.58064516129032,13.2258064516129,864.0,924.0,975.0,575.0
C3,False,4065.0,1475.0420639371844,3259.8833441348024,17.1875,17.875,100.0,165.0,11.344796362041492,19.348432215693418,32.25806451612903,13.2258064516129,862.0,921.0,969.0,574.0
C3,False,4065.0,1462.18487394958,3259.8833441348024,17.3125,18.125,99.0,164.0,11.31180191815988,19.426162378202783,31.93548387096774,12.9032258064516,863.0,922.0,969.0,574.0
C3,False,4041.0,1468.609865470852,3372.5490196078435,17.5,18.3125,100.0,167.0,11.37234218593619,19.998409788391047,32.25806451612903,13.87096774193548,863.0,921.0,956.0,574.0
C3,False,4010.0,1455.767077267637,3355.0913838120105,17.625,18.5625,99.0,166.0,11.339300844554112,19.99942609370748,31.93548387096774,13.548387096774182,864.0,922.0,958.0,574.0
C3,False,4014.0,1436.5567356064842,3346.3796477495107,17.8125,18.75,101.0,170.0,11.289748895255592,20.02032937192953,32.58064516129032,14.83870967741935,865.0,924.0,959.0,574.0
C3,False,4011.0,1475.0420639371844,3469.3877551020405,18.0,18.9375,101.0,169.0,11.489282343487746,20.649604699900653,32.58064516129032,14.516129032258052,864.0,919.0,947.0,572.0
C3,False,4063.0,1449.356463346391,3434.011818778726,18.125,19.125,101.0,170.0,11.400558514032117,20.548917884043767,32.58064516129032,14.83870967741935,865.0,922.0,950.0,573.0
C3,False,4059.0,1455.767077267637,3487.145682267633,18.3125,19.3125,101.0,171.0,11.462070406750971,20.85951390835037,32.58064516129032,15.16129032258064,865.0,921.0,944.0,573.0
C3,False,4013.0,1436.5567356064842,3496.042216358839,18.5,19.5625,100.0,171.0,11.41231392248852,20.987183509038275,32.25806451612903,15.16129032258064,865.0,924.0,944.0,572.0
C3,False,4009.0,1436.5567356064842,3469.3877551020405,18.625,19.6875,99.0,170.0,11.43488495329643,20.905600990064485,31.93548387096774,14.83870967741935,867.0,922.0,946.0,573.0
C3,False,4064.0,1442.9530201342282,3585.6573705179285,18.8125,19.9375,100.0,173.0,11.496917086402698,21.540501695054065,32.25806451612903,15.80645161290322,867.0,921.0,934.0,572.0
C3,False,4042.0,1442.9530201342282,3612.774451097805,18.875,20.125,100.0,173.0,11.50833235183656,21.73636830252191,32.25806451612903,15.80645161290322,867.0,921.0,931.0,572.0
C3,False,4065.0,1417.4107142857142,3567.63925729443,19.125,20.3125,100.0,174.0,11.44182925772652,21.59000323320602,32.25806451612903,16.129032258064502,868.0,924.0,935.0,573.0
C3,False,4062.0,1430.1675977653629,3640.0,19.25,20.5,101.0,175.0,11.520918732179704,22.003189533762587,32.58064516129032,16.4516129032258,868.0,922.0,928.0,572.0
C3,False,4065.0,1423.7855946398658,3649.099399599733,19.4375,20.75,100.0,176.0,11.527314443459847,22.139616506644,32.25806451612903,16.7741935483871,869.0,922.0,927.0,572.0
C3,False,4065.0,1430.1675977653629,3703.951774949766,19.625,20.875,99.0,172.0,11.59036940709782,22.45040618900597,31.93548387096774,15.48387096774193,868.0,922.0,922.0,571.0
C3,False,4021.0,1417.4107142857142,3603.723404255319,19.75,21.125,100.0,176.0,11.5569981122827,22.06144932189564,32.25806451612903,16.7741935483871,870.0,922.0,932.0,572.0
C3,False,4064.0,1436.5567356064842,3796.358732299393,19.9375,21.25,99.0,174.0,11.677385430860628,23.04241542405728,31.93548387096774,16.129032258064502,869.0,920.0,912.0,571.0
C3,False,4020.0,1423.7855946398658,3796.358732299393,20.3125,21.625,99.0,178.0,11.691254214716489,23.190639681293664,31.93548387096774,17.41935483870968,870.0,921.0,912.0,571.0
C3,False,4065.0,1404.6822742474917,3787.061994609164,20.4375,21.8125,100.0,178.0,11.629174074324691,23.21980936252761,32.25806451612903,17.41935483870968,871.0,923.0,913.0,571.0
C3,False,4006.0,1411.042944785276,3796.358732299393,20.625,21.9375,100.0,178.0,11.693467402970748,23.31562444859833,32.25806451612903,17.41935483870968,871.0,922.0,911.0,572.0
C3,False,4004.0,1398.3286908077994,3777.777777777778,20.8125,22.125,101.0,178.0,11.671882270525984,23.29949171176077,32.58064516129032,17.41935483870968,872.0,923.0,914.0,571.0
C3,False,4048.0,1430.1675977653629,3908.905506458192,21.0,22.25,99.0,177.0,11.852347615738337,24.000147652198383,31.93548387096774,17.09677419354838,871.0,919.0,900.0,571.0
C3,False,4059.0,1423.7855946398658,3908.905506458192,21.125,22.375,100.0,180.0,11.847715216957308,24.05236251470414,32.25806451612903,18.06451612903226,871.0,920.0,900.0,571.0
C3,False,4050.0,1417.4107142857142,3946.830265848671,21.25,22.5625,100.0,180.0,11.843096961850412,24.320699223063976,32.25806451612903,18.06451612903226,871.0,921.0,896.0,571.0
C3,False,4014.0,1411.042944785276,3956.3437926330153,21.4375,22.75,100.0,181.0,11.85074088068317,24.44838938096394,32.25806451612903,18.38709677419355,872.0,921.0,896.0,570.0
C3,False,4013.0,1411.042944785276,3918.367346938776,21.625,22.875,98.0,178.0,11.88763741999534,24.31107214936606,31.61290322580645,17.41935483870968,872.0,921.0,899.0,571.0
C3,False,4073.0,1174.2217367558712,3824.324324324324,21.6875,23.0,100.0,182.0,10.815972307743802,23.891319499008805,32.25806451612903,18.709677419354836,808.0,1023.0,788.0,692.0
C3,False,4073.0,1487.9281302638967,4023.303632625086,21.75,23.0625,100.0,182.0,12.266158445954034,24.921549332147684,32.25806451612903,18.709677419354836,758.0,1023.0,735.0,724.0
C3,False,3982.0,1792.5072046109512,3956.3437926330153,21.875,23.25,100.0,182.0,13.703583925588076,24.664586316770755,32.25806451612903,18.709677419354836,712.0,1023.0,691.0,775.0
C3,False,4075.0,1143.7908496732025,3918.367346938776,22.0625,23.3125,100.0,183.0,10.743908342837662,24.499287900742743,32.25806451612903,19.032258064516128,816.0,1020.0,771.0,699.0
C3,False,4038.0,1398.3286908077994,4052.197802197802,22.1875,23.4375,100.0,183.0,11.940839495246909,25.234848104667652,32.25806451612903,19.032258064516128,873.0,922.0,885.0,571.0
C3,False,4032.0,1417.4107142857142,2310.4693140794225,24.0,24.9375,98.0,185.0,12.406150306279637,17.010749157400237,31.61290322580645,19.67741935483871,769.0,1023.0,833.0,829.0
C3,False,4063.0,1423.7855946398658,2653.061224489796,23.875,24.875,99.0,186.0,12.40982342939578,18.707961963419592,31.93548387096774,20.0,892.0,899.0,1019.0,598.0
C3,False,4081.0,1398.3286908077994,3040.1529636711284,23.875,24.8125,98.0,183.0,12.28835744010315,20.64433652213783,31.61290322580645,19.032258064516128,890.0,905.0,978.0,591.0
C3,False,4097.0,1417.4107142857142,3242.7184466019417,23.875,24.8125,100.0,185.0,12.379398007709293,21.67734379347523,32.25806451612903,19.67741935483871,886.0,906.0,958.0,587.0
C3,False,4096.0,1430.1675977653629,3355.0913838120105,23.875,24.6875,99.0,185.0,12.440288261199251,22.202993249586,31.93548387096774,19.67741935483871,884.0,906.0,946.0,586.0
C3,False,4102.0,1398.3286908077994,3442.8383705650463,23.875,24.625,100.0,186.0,12.28835744010315,22.62728237260743,32.25806451612903,20.0,885.0,910.0,937.0,585.0
C3,False,4053.0,1417.4107142857142,3522.802379378718,23.8125,24.5625,100.0,185.0,12.366065077794117,23.01175381961203,32.25806451612903,19.67741935483871,883.0,909.0,929.0,584.0
C3,False,4061.0,1423.7855946398658,3549.668874172185,23.8125,24.5625,100.0,185.0,12.396456544455646,23.149682362133834,32.25806451612903,19.67741935483871,882.0,909.0,927.0,583.0
C3,False,4102.0,1423.7855946398658,3603.723404255319,23.75,24.4375,99.0,184.0,12.383118424045152,23.37488430735709,31.93548387096774,19.35483870967742,881.0,910.0,921.0,583.0
C3,False,4104.0,1423.7855946398658,3649.099399599733,23.75,24.3125,99.0,184.0,12.383118424045152,23.554936219338053,31.93548387096774,19.35483870967742,881.0,910.0,916.0,583.0
C3,False,4104.0,1430.1675977653629,3722.3340040241446,23.6875,24.25,99.0,182.0,12.40017201967055,23.903904952098124,31.93548387096774,18.709677419354836,879.0,911.0,910.0,581.0
C3,False,4104.0,1423.7855946398658,3713.13672922252,23.625,24.125,100.0,184.0,12.35652810621597,23.80333965866356,32.25806451612903,19.35483870967742,880.0,911.0,910.0,582.0
C3,False,4104.0,1430.1675977653629,3694.779116465864,23.625,24.0625,98.0,183.0,12.386857372086643,23.682935136669727,31.61290322580645,19.032258064516128,879.0,911.0,913.0,581.0
C3,False,4100.0,1442.9530201342282,3824.324324324324,23.5625,24.0,100.0,183.0,12.43428020333456,24.31872428879737,32.25806451612903,19.032258064516128,878.0,910.0,899.0,581.0
C3,False,4095.0,1442.9530201342282,3814.989871708305,23.4375,23.875,100.0,183.0,12.40765869222546,24.21677873436373,32.25806451612903,19.032258064516128,878.0,910.0,900.0,581.0
C3,False,4104.0,1430.1675977653629,3871.186440677966,23.4375,23.75,99.0,182.0,12.34708443723307,24.449467277212023,31.93548387096774,18.709677419354836,878.0,912.0,895.0,580.0
C3,False,4046.0,1417.4107142857142,3994.5280437756496,23.375,23.6875,99.0,180.0,12.273532705949645,25.052163978258235,31.93548387096774,18.06451612903226,878.0,914.0,883.0,579.0
C3,False,4093.0,1449.356463346391,4149.377593360996,23.3125,23.5625,98.0,181.0,12.411429776851154,25.788532911544888,31.61290322580645,18.38709677419355,876.0,911.0,869.0,577.0
C3,False,4102.0,1430.1675977653629,4159.169550173011,23.25,23.5,100.0,182.0,12.307566098566522,25.80996779043381,32.25806451612903,18.709677419354836,877.0,913.0,868.0,577.0
C3,False,4076.0,1436.5567356064842,4168.975069252077,23.25,23.4375,100.0,180.0,12.337733253138818,25.83143041633697,32.25806451612903,18.06451612903226,876.0,913.0,867.0,577.0
C3,False,4107.0,1449.356463346391,4208.333333333333,23.125,23.3125,99.0,181.0,12.37177960630352,25.97512797548533,31.93548387096774,18.38709677419355,875.0,912.0,864.0,576.0
C3,False,4108.0,1442.9530201342282,4198.473282442748,23.0625,23.1875,99.0,180.0,12.328473746550667,25.867293256079112,31.93548387096774,18.06451612903226,875.0,913.0,865.0,576.0
C3,False,4106.0,1442.9530201342282,4267.782426778243,22.9375,23.0625,99.0,180.0,12.302302889497945,26.16289953717525,31.93548387096774,18.06451612903226,875.0,913.0,858.0,576.0
C3,False,4074.0,1455.767077267637,4287.709497206703,22.875,23.0,100.0,180.0,12.349390085736044,26.235421570964043,32.25806451612903,18.06451612903226,873.0,913.0,856.0,576.0
C3,False,4104.0,1449.356463346391,4247.91086350975,22.8125,22.875,100.0,179.0,12.306255977802,25.97546590016648,32.25806451612903,17.74193548387096,874.0,913.0,860.0,576.0
C3,False,4107.0,1455.767077267637,4327.731092436976,22.6875,22.8125,99.0,178.0,12.310226587025658,26.351870569761733,31.93548387096774,17.41935483870968,873.0,913.0,853.0,575.0
C3,False,4062.0,1468.609865470852,4398.311048557354,22.6875,22.75,97.0,176.0,12.37031551321027,26.68131710591133,31.29032258064516,16.7741935483871,872.0,912.0,846.0,575.0
